Locus	Gene	Start	Length	Product	Allele Count	Alleles
b2400	gltX	2519257	1416	glutamyl-tRNA synthetase	1602	b2400.fasta
b2410	yfeH	2526946	999	putative inorganic ion transporter	1323	b2410.fasta
b4546	ypeB	2527941	219	DUF3820 family protein	412	b4546.fasta
b2411	ligA	2528161	2016	DNA ligase, NAD(+)-dependent	2051	b2411.fasta
b2412	zipA	2530247	987	FtsZ stabilizer	722	b2412.fasta
b2413	cysZ	2531463	762	sulfate transporter, sulfite inhibited	1072	b2413.fasta
b2414	cysK	2532409	972	cysteine synthase A, O-acetylserine sulfhydrolase A subunit	1379	b2414.fasta
b2415	ptsH	2533764	258	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	240	b2415.fasta
b2417	crr	2535834	510	glucose-specific enzyme IIA component of PTS	567	b2417.fasta
b2418	pdxK	2536386	852	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	1070	b2418.fasta
b2421	cysM	2538672	912	cysteine synthase B (O-acetylserine sulfhydrolase B)	1367	b2421.fasta
b2422	cysA	2539717	1098	sulfate/thiosulfate transporter subunit	1389	b2422.fasta
b2423	cysW	2540804	876	sulfate/thiosulfate ABC transporter permease	1365	b2423.fasta
b2424	cysU	2541679	834	sulfate/thiosulfate ABC transporter permease	1302	b2424.fasta
b2425	cysP	2542512	1017	thiosulfate-binding protein	1494	b2425.fasta
b2426	ucpA	2543832	792	furfural resistance protein, putative short-chain oxidoreductase	1052	b2426.fasta
b2428	murQ	2545773	897	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	1119	b2428.fasta
b2431	yfeX	2549646	900	porphyrinogen oxidase, cytoplasmic	1198	b2431.fasta
b2432	yfeY	2550641	576	RpoE-regulated lipoprotein	884	b2432.fasta
b2433	yfeZ	2551277	450	inner membrane protein	702	b2433.fasta
b2434	ypeA	2551713	426	GNAT family putative N-acetyltransferase	641	b2434.fasta
b2435	amiA	2552352	870	N-acetylmuramoyl-l-alanine amidase I	1063	b2435.fasta
b2436	hemF	2553225	900	coproporphyrinogen III oxidase	1303	b2436.fasta
b2438	eutK	2555228	501	putative ethanol utilization carboxysome structural protein	663	b2438.fasta
b2439	eutL	2555741	660	putative ethanol utilization carboxysome structural protein	1107	b2439.fasta
b2461	eutP	2574978	480	putative P-loop NTPase ethanolamine utilization protein	750	b2461.fasta
b2462	eutS	2575470	336	putative ethanol utilization carboxysome structural protein	614	b2462.fasta
b2463	maeB	2576098	2280	malic enzyme: putative oxidoreductase/phosphotransacetylase	2664	b2463.fasta
b2464	talA	2578666	951	transaldolase A	1451	b2464.fasta
b2466	ypfG	2581734	1044	DUF1176 family protein	1450	b2466.fasta
b2467	nudK	2582903	576	GDP-mannose pyrophosphatase	777	b2467.fasta
b2468	aegA	2583546	1980	putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit	2423	b2468.fasta
b2470	acrD	2587595	3114	aminoglycoside/multidrug efflux system	3733	b2470.fasta
b4606	ypfM	2590807	60	stress-induced small enterobacterial protein	64	b4606.fasta
b2471	yffB	2591247	357	putative ArsC family reductase	583	b2471.fasta
b2472	dapE	2591607	1128	N-succinyl-diaminopimelate deacylase	1469	b2472.fasta
b4547	ypfN	2592762	201	putative membrane protein, UPF0370 family	234	b4547.fasta
b2473	ypfH	2593072	699	palmitoyl-CoA esterase activity, uncertain physiological substrate	1231	b2473.fasta
b2474	tmcA	2593844	2016	elongator methionine tRNA (ac4C34) acetyltransferase	2296	b2474.fasta
b2475	ypfJ	2595874	864	putative neutral zinc metallopeptidase	1262	b2475.fasta
b2476	purC	2596905	714	phosphoribosylaminoimidazole-succinocarboxamide synthetase	1036	b2476.fasta
b2477	bamC	2597831	1035	BamABCDE complex OM biogenesis lipoprotein	1412	b2477.fasta
b2478	dapA	2598882	879	dihydrodipicolinate synthase	939	b2478.fasta
b2479	gcvR	2599906	573	transcriptional repressor, regulatory protein accessory to GcvA	641	b2479.fasta
b2480	bcp	2600478	471	peroxiredoxin; thiol peroxidase, thioredoxin-dependent	493	b2480.fasta
b2493	yfgO	2614820	1062	putative UPF0118 family inner membrane permease	1146	b2493.fasta
b2494	bepA	2616094	1464	OM protein maintenance and assembly metalloprotease and chaperone, periplasmic	1741	b2494.fasta
b2495	yfgD	2617578	360	putative oxidoreductase	611	b2495.fasta
b2496	hda	2618075	702	ATPase regulatory factor involved in DnaA inactivation	744	b2496.fasta
b2497	uraA	2618871	1290	uracil permease	1409	b2497.fasta
b2498	upp	2620246	627	uracil phosphoribosyltransferase	858	b2498.fasta
b2499	purM	2621197	1038	phosphoribosylaminoimidazole synthetase	1287	b2499.fasta
b2500	purN	2622234	639	phosphoribosylglycinamide formyltransferase 1	954	b2500.fasta
b2501	ppk	2623044	2067	polyphosphate kinase, component of RNA degradosome	1956	b2501.fasta
b2502	ppx	2625115	1542	exopolyphosphatase	1518	b2502.fasta
b2504	yfgG	2629290	192	uncharacterized protein	205	b2504.fasta
b2505	yfgH	2629792	519	outer membrane integrity lipoprotein	723	b2505.fasta
b2506	yfgI	2630326	540	nalidixic acid resistance protein, putative periplasmic protein	690	b2506.fasta
b2507	guaA	2630958	1578	GMP synthetase (glutamine aminotransferase)	1927	b2507.fasta
b2508	guaB	2632604	1467	IMP dehydrogenase	1710	b2508.fasta
b2511	der	2635884	1473	GTPase; multicopy suppressor of ftsJ	1597	b2511.fasta
b2512	bamB	2637474	1179	BamABCDE complex OM biogenesis lipoprotein	1498	b2512.fasta
b2513	yfgM	2638663	621	ancillary SecYEG translocon subunit; putative anti-RcsB factor	699	b2513.fasta
b2514	hisS	2639301	1275	histidyl tRNA synthetase	1395	b2514.fasta
b2515	ispG	2640686	1119	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1444	b2515.fasta
b2516	rodZ	2641831	1014	MreB assembly cytoskeletal protein	1242	b2516.fasta
b2517	rlmN	2643129	1155	dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent	1084	b2517.fasta
b2518	ndk	2644433	432	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase	629	b2518.fasta
b2522	sseB	2654157	777	rhodanase-like enzyme, sulfur transfer from thiosulfate	1219	b2522.fasta
b2523	pepB	2655075	1284	aminopeptidase B	1797	b2523.fasta
b2524	iscX	2656536	201	Fe(2+) donor and activity modulator for cysteine desulfurase	424	b2524.fasta
b2525	fdx	2656748	336	[2Fe-2S] ferredoxin	538	b2525.fasta
b2527	hscB	2658952	516	HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB	751	b2527.fasta
b2528	iscA	2659563	324	FeS cluster assembly protein	361	b2528.fasta
b2529	iscU	2659903	387	iron-sulfur cluster assembly scaffold protein	571	b2529.fasta
b2530	iscS	2660317	1215	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	1541	b2530.fasta
b2531	iscR	2661643	489	isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor	543	b2531.fasta
b2533	suhB	2663442	804	inositol monophosphatase	1201	b2533.fasta
b2534	yfhR	2664390	855	putative S9 family prolyl oligopeptidase	1294	b2534.fasta
b2535	csiE	2665435	1281	stationary phase inducible protein	1633	b2535.fasta
b2536	hcaT	2666707	1140	putative 3-phenylpropionic transporter	1365	b2536.fasta
b2543	yphA	2673346	423	DoxX family inner membrane protein	783	b2543.fasta
b2544	yphB	2673816	873	mutarotase superfamily protein, YphB family	1342	b2544.fasta
b2545	yphC	2674700	1062	putative Zn-dependent NAD(P)-binding oxidoreductase	1503	b2545.fasta
b2547	yphE	2676850	1512	putative sugar ABC transporter ATPase	1989	b2547.fasta
b2550	yphH	2682863	1194	putative DNA-binding transcriptional regulator	1675	b2550.fasta
b2551	glyA	2684254	1254	serine hydroxymethyltransferase	1710	b2551.fasta
b2552	hmp	2685835	1191	fused nitric oxide dioxygenase/dihydropteridine reductase 2	1426	b2552.fasta
b2555	yfhG	2688793	714	putative outer membrane protein modulating the QseEF response	948	b2555.fasta
b2556	glrK	2689671	1428	sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR	1635	b2556.fasta
b2557	purL	2691656	3888	phosphoribosylformyl-glycineamide synthetase	3940	b2557.fasta
b2558	mltF	2695801	1557	membrane-bound lytic transglycosylase F, murein hydrolase	1638	b2558.fasta
b2559	tadA	2697354	504	tRNA-specific adenosine deaminase	471	b2559.fasta
b2560	pgpC	2697915	636	phosphatidylglycerophosphatase C, membrane bound	843	b2560.fasta
b2561	yfhH	2698759	849	putative DNA-binding transcriptional regulator	1163	b2561.fasta
b2562	yfhL	2699663	261	putative 4Fe-4S cluster-containing protein	513	b2562.fasta
b4687	shoB	2700117	81	toxic membrane protein	102	b4687.fasta
b2563	acpS	2700618	381	holo-[acyl-carrier-protein] synthase 1	584	b2563.fasta
b2564	pdxJ	2700998	732	pyridoxine 5'-phosphate synthase	1129	b2564.fasta
b2565	recO	2701741	729	gap repair protein	851	b2565.fasta
b2566	era	2702481	906	membrane-associated, 16S rRNA-binding GTPase	1066	b2566.fasta
b2567	rnc	2703383	681	RNase III	857	b2567.fasta
b2568	lepB	2704335	975	leader peptidase (signal peptidase I)	1391	b2568.fasta
b2569	lepA	2705325	1800	back-translocating elongation factor EF4, GTPase	1830	b2569.fasta
b2570	rseC	2707322	480	SoxR iron-sulfur cluster reduction factor component	689	b2570.fasta
b2571	rseB	2707798	957	anti-sigma E factor, binds RseA	1307	b2571.fasta
b2572	rseA	2708754	651	anti-sigma factor	863	b2572.fasta
b2573	rpoE	2709437	576	RNA polymerase sigma E factor	542	b2573.fasta
b2575	trmN	2712027	738	tRNA1(Val) (adenine(37)-N6)-methyltransferase	976	b2575.fasta
b2576	srmB	2712896	1335	ATP-dependent RNA helicase	1414	b2576.fasta
b2577	yfiE	2714439	882	putative DNA-binding transcriptional regulator	1103	b2577.fasta
b2578	eamB	2715423	588	cysteine and O-acetylserine exporter	870	b2578.fasta
b2580	ung	2716754	690	uracil-DNA-glycosylase	937	b2580.fasta
b2581	yfiF	2717491	1038	putative methyltransferase	1265	b2581.fasta
b2582	trxC	2718735	420	thioredoxin 2	663	b2582.fasta
b2583	yfiP	2719223	699	DTW domain protein	1119	b2583.fasta
b2584	pka	2719953	2661	protein lysine acetyltransferase	2635	b2584.fasta
b2585	pssA	2722727	1356	phosphatidylserine synthase; CDP-diacylglycerol-serine O-phosphatidyltransferase	1477	b2585.fasta
b2586	yfiM	2724128	324	putative lipoprotein	477	b2586.fasta
b2587	kgtP	2724448	1299	alpha-ketoglutarate transporter	1406	b2587.fasta
b2592	clpB	2731600	2574	protein disaggregation chaperone	2262	b2592.fasta
b2593	yfiH	2734303	732	UPF0124 family protein	1092	b2593.fasta
b2594	rluD	2735031	981	23S rRNA pseudouridine(1911,1915,1917) synthase	1302	b2594.fasta
b2595	bamD	2736146	738	BamABCDE complex OM biogenesis lipoprotein	830	b2595.fasta
b2597	raiA	2737154	342	cold shock protein associated with 30S ribosomal subunit	296	b2597.fasta
b2598	pheL	2737599	48	pheA gene leader peptide	105	b2598.fasta
b2599	pheA	2737745	1161	chorismate mutase and prephenate dehydratase, P-protein	1434	b2599.fasta
b2600	tyrA	2738948	1122	fused chorismate mutase T/prephenate dehydrogenase	1393	b2600.fasta
b2601	aroF	2740080	1071	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible	1310	b2601.fasta
b2602	yfiL	2741360	366	lipoprotein	518	b2602.fasta
b2603	yfiR	2741875	519	putative periplasmic inhibitor of YfiN activity	608	b2603.fasta
b2605	yfiB	2743625	483	OM lipoprotein putative positive effector of YfiN activity	763	b2605.fasta
b2606	rplS	2744183	348	50S ribosomal subunit protein L19	200	b2606.fasta
b2607	trmD	2744572	768	tRNA m(1)G37 methyltransferase, SAM-dependent	868	b2607.fasta
b2608	rimM	2745370	549	ribosome maturation factor	627	b2608.fasta
b2609	rpsP	2745937	249	30S ribosomal subunit protein S16	231	b2609.fasta
b2610	ffh	2746434	1362	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	1591	b2610.fasta
b2611	ypjD	2747962	792	cytochrome c assembly protein family inner membrane protein	1055	b2611.fasta
b4461	yfjD	2748774	1287	UPF0053 family inner membrane protein	1545	b4461.fasta
b2615	nadK	2750831	879	NAD kinase	1065	b2615.fasta
b2616	recN	2751795	1662	recombination and repair protein	1859	b2616.fasta
b2617	bamE	2753605	342	lipoprotein component of BamABCDE OM biogenesis complex	421	b2617.fasta
b2618	ratB	2754008	291	UPF0125 family protein	401	b2618.fasta
b2619	ratA	2754288	477	toxic UPF0083 family protein inhibitor of 70S ribosome formation	515	b2619.fasta
b2620	smpB	2754896	483	tmRNA-binding trans-translation protein	847	b2620.fasta
b2664	csiR	2795674	663	transcriptional repressor of csiD	964	b2664.fasta
b2665	ygaU	2796337	450	uncharacterized protein	572	b2665.fasta
b2666	yqaE	2796870	159	cyaR sRNA-regulated protein	257	b2666.fasta
b2667	ygaV	2797211	300	tributyltin-inducible repressor of ygaVP	449	b2667.fasta
b2668	ygaP	2797520	525	DUF2892 family inner membrane rhodanese	790	b2668.fasta
b2669	stpA	2798091	405	DNA binding protein, nucleoid-associated	554	b2669.fasta
b2670	alaE	2799164	450	alanine exporter, alanine-inducible, stress-responsive	576	b2670.fasta
b2671	ygaC	2799650	345	uncharacterized protein	446	b2671.fasta
b2672	ygaM	2800146	330	putative membrane-anchored DUF883 family ribosome-binding protein	514	b2672.fasta
b2673	nrdH	2800723	246	hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	525	b2673.fasta
b2675	nrdE	2801348	2145	ribonucleoside-diphosphate reductase 2, alpha subunit	2554	b2675.fasta
b2676	nrdF	2803502	960	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	1312	b2676.fasta
b2677	proV	2804815	1203	glycine betaine/proline ABC transporter periplasmic binding protein	1556	b2677.fasta
b2678	proW	2806010	1065	glycine betaine/proline ABC transporter permease	1441	b2678.fasta
b2679	proX	2807132	993	glycine betaine/proline ABC transporter periplasmic binding protein; cold shock protein	1264	b2679.fasta
b2682	ygaZ	2809617	738	putative L-valine exporter, norvaline resistance protein	858	b2682.fasta
b2683	ygaH	2810344	336	putative L-valine exporter, norvaline resistance protein	442	b2683.fasta
b2684	mprA	2810770	531	transcriptional repressor of microcin B17 synthesis and multidrug efflux	961	b2684.fasta
b2685	emrA	2811427	1173	multidrug efflux system	1692	b2685.fasta
b2686	emrB	2812616	1539	multidrug efflux system protein	2006	b2686.fasta
b2687	luxS	2814218	516	S-ribosylhomocysteine lyase	763	b2687.fasta
b2688	gshA	2814883	1557	glutamate-cysteine ligase	1671	b2688.fasta
b2689	yqaA	2816512	429	COG1238 family inner membrane protein	548	b2689.fasta
b2690	yqaB	2816937	567	fructose-1-P and 6-phosphogluconate phosphatase	935	b2690.fasta
b2696	csrA	2818961	186	pleiotropic regulatory protein for carbon source metabolism	164	b2696.fasta
b2697	alaS	2819381	2631	alanyl-tRNA synthetase	2438	b2697.fasta
b2698	recX	2822139	501	regulatory protein for RecA	816	b2698.fasta
b2699	recA	2822708	1062	DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor	904	b2699.fasta
b2700	pncC	2823849	498	nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase	735	b2700.fasta
b2701	mltB	2824491	1086	membrane-bound lytic murein transglycosylase B	1411	b2701.fasta
b2708	srlQ	2829813	966	D-arabinose 5-phosphate isomerase	1259	b2708.fasta
b2709	norR	2830775	1515	anaerobic nitric oxide reductase DNA-binding transcriptional activator	1802	b2709.fasta
b2710	norV	2832476	1440	anaerobic nitric oxide reductase flavorubredoxin	1850	b2710.fasta
b2711	norW	2833912	1134	NADH:flavorubredoxin oxidoreductase	1698	b2711.fasta
b2713	hydN	2837578	528	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	820	b2713.fasta
b2722	hycD	2846489	924	hydrogenase 3, membrane subunit	1535	b2722.fasta
b2723	hycC	2847415	1827	hydrogenase 3, membrane subunit	2226	b2723.fasta
b2724	hycB	2849238	612	hydrogenase 3, Fe-S subunit	835	b2724.fasta
b2725	hycA	2849974	462	regulator of the transcriptional regulator FhlA	509	b2725.fasta
b2726	hypA	2850647	351	protein involved in nickel insertion into hydrogenases 3	418	b2726.fasta
b2727	hypB	2851001	873	GTP hydrolase involved in nickel liganding into hydrogenases	1171	b2727.fasta
b2728	hypC	2851864	273	hydrogenase maturation protein	506	b2728.fasta
b2729	hypD	2852136	1122	hydrogenase maturation protein	1405	b2729.fasta
b2730	hypE	2853254	1011	carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein	1412	b2730.fasta
b2733	mutS	2857093	2562	methyl-directed mismatch repair protein	2668	b2733.fasta
b2741	rpoS	2866559	993	RNA polymerase, sigma S (sigma 38) factor	1713	b2741.fasta
b2742	nlpD	2867614	1140	activator of AmiC murein hydrolase activity, lipoprotein	1292	b2742.fasta
b2743	pcm	2868893	627	L-isoaspartate protein carboxylmethyltransferase type II	733	b2743.fasta
b2744	umpG	2869513	762	broad specificity 5'(3')-nucleotidase and polyphosphatase	1046	b2744.fasta
b2745	truD	2870255	1050	tRNA(Glu) pseudouridine(13) synthase	1450	b2745.fasta
b2746	ispF	2871301	480	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	668	b2746.fasta
b2747	ispD	2871780	711	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	983	b2747.fasta
b2748	ftsB	2872509	312	cell division protein	327	b2748.fasta
b2749	ygbE	2873014	324	DUF3561 family inner membrane protein	443	b2749.fasta
b2750	cysC	2873387	606	adenosine 5'-phosphosulfate kinase	815	b2750.fasta
b2751	cysN	2873992	1428	sulfate adenylyltransferase, subunit 1	2062	b2751.fasta
b2752	cysD	2875421	909	sulfate adenylyltransferase, subunit 2	1359	b2752.fasta
b2753	iap	2876581	1038	aminopeptidase in alkaline phosphatase isozyme conversion	1443	b2753.fasta
b2762	cysH	2887578	735	phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent	1174	b2762.fasta
b2763	cysI	2888387	1713	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	2303	b2763.fasta
b2764	cysJ	2890099	1800	sulfite reductase, alpha subunit, flavoprotein	2473	b2764.fasta
b2765	queD	2892214	366	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	588	b2765.fasta
b2777	queE	2904747	672	7-carboxy-7-deazaguanine synthase; queosine biosynthesis	1090	b2777.fasta
b2779	eno	2906643	1299	enolase	1404	b2779.fasta
b2780	pyrG	2908029	1638	CTP synthetase	1592	b2780.fasta
b2781	mazG	2909894	792	nucleoside triphosphate pyrophosphohydrolase	1106	b2781.fasta
b2784	relA	2911417	2235	(p)ppGpp synthetase I/GTP pyrophosphokinase	2111	b2784.fasta
b2785	rlmD	2913699	1302	23S rRNA m(5)U1939 methyltransferase, SAM-dependent	1671	b2785.fasta
b2786	barA	2915057	2757	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	2738	b2786.fasta
b2790	yqcA	2922535	450	short-chain flavodoxin, FMN-binding	647	b2790.fasta
b2791	truC	2923002	783	tRNA(Ile1,Asp) pseudouridine(65) synthase	968	b2791.fasta
b2792	yqcC	2923784	330	DUF446 family protein	476	b2792.fasta
b2793	syd	2924735	546	SecY-interacting protein	759	b2793.fasta
b2794	queF	2925348	849	7-cyano-7-deazaguanine reductase (NADPH-dependent)	1202	b2794.fasta
b2795	ygdH	2926308	1365	UPF0717 family protein	1603	b2795.fasta
b2796	sdaC	2928229	1290	putative serine transporter	1381	b2796.fasta
b2798	ygdG	2931055	756	Ssb-binding protein, misidentified as ExoIX	1062	b2798.fasta
b2799	fucO	2931865	1149	L-1,2-propanediol oxidoreductase	1459	b2799.fasta
b2800	fucA	2933041	648	L-fuculose-1-phosphate aldolase	792	b2800.fasta
b2802	fucI	2935584	1776	L-fucose isomerase	2273	b2802.fasta
b2803	fucK	2937468	1419	L-fuculokinase	1799	b2803.fasta
b2804	fucU	2938888	423	L-fucose mutarotase	587	b2804.fasta
b2805	fucR	2939368	732	l-fucose operon activator	745	b2805.fasta
b2806	rlmM	2940143	1101	23S rRNA C2498 2'-O-ribose methyltransferase, SAM-dependent	1596	b2806.fasta
b2807	ygdD	2941236	396	UPF0382 family inner membrane protein	587	b2807.fasta
b2808	gcvA	2941650	918	glycine cleavage system transcriptional activator; autorepressor	1104	b2808.fasta
b2809	ygdI	2942918	228	DUF903 family verified lipoprotein	298	b2809.fasta
b2811	csdE	2944542	444	CsdA-binding activator; Fe-S protein	582	b2811.fasta
b2812	tcdA	2945036	807	tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA	1094	b2812.fasta
b2813	mltA	2946081	1098	membrane-bound lytic murein transglycosylase A	1336	b2813.fasta
b2817	amiC	2947757	1254	N-acetylmuramoyl-L-alanine amidase	1492	b2817.fasta
b2818	argA	2949242	1332	amino acid N-acetyltransferase and inactive acetylglutamate kinase	1527	b2818.fasta
b2819	recD	2950635	1827	exonuclease V (RecBCD complex), alpha chain	1865	b2819.fasta
b2820	recB	2952461	3543	exonuclease V (RecBCD complex), beta subunit	3538	b2820.fasta
b2821	ptrA	2955996	2889	protease III	2822	b2821.fasta
b2822	recC	2959060	3369	exonuclease V (RecBCD complex), gamma chain	3236	b2822.fasta
b2823	ppdC	2962441	324	putative prepilin peptidase-dependent protein	437	b2823.fasta
b2824	ygdB	2962749	408	DUF2509 family protein	672	b2824.fasta
b2825	ppdB	2963153	564	putative prepilin peptidase-dependent protein	809	b2825.fasta
b2826	ppdA	2963707	471	putative prepilin peptidase-dependent protein	666	b2826.fasta
b2827	thyA	2964361	795	thymidylate synthetase	1008	b2827.fasta
b2828	lgt	2965162	876	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	1121	b2828.fasta
b2829	ptsP	2966188	2247	PEP-protein phosphotransferase enzyme I; GAF domain containing protein	2589	b2829.fasta
b2830	rppH	2968447	531	RNA pyrophosphohydrolase	421	b2830.fasta
b2831	mutH	2969662	690	methyl-directed mismatch repair protein	784	b2831.fasta
b2832	ygdQ	2970420	714	UPF0053 family inner membrane protein	788	b2832.fasta
b2833	ygdR	2971271	219	DUF903 family verified lipoprotein	222	b2833.fasta
b2834	tas	2971597	1041	putative NADP(H)-dependent aldo-keto reductase	1519	b2834.fasta
b2835	lplT	2972669	1194	lysophospholipid transporter	1664	b2835.fasta
b2836	aas	2973855	2160	fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase	2503	b2836.fasta
b2837	galR	2976599	1032	galactose-inducible d-galactose regulon transcriptional repressor; autorepressor	1089	b2837.fasta
b2838	lysA	2977637	1263	diaminopimelate decarboxylase, PLP-binding	1629	b2838.fasta
b2839	lysR	2979021	936	transcriptional activator of lysA; autorepressor	1075	b2839.fasta
b2840	ygeA	2979943	693	Asp/Glu_racemase family protein	1029	b2840.fasta
b2841	araE	2980764	1419	arabinose transporter	1690	b2841.fasta
b2842	kduD	2982497	762	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase; KDG oxidoreductase; 20-ketosteroid reductase	1066	b2842.fasta
b2843	kduI	2983288	837	hexuronate isomerase	1197	b2843.fasta
b2844	yqeF	2984411	1182	short chain acyltransferase	1582	b2844.fasta
b4684	yqfG	3032817	126	uncharacterized protein	147	b4684.fasta
b2889	idi	3033065	549	isopentenyl diphosphate isomerase	786	b2889.fasta
b2892	recJ	3036373	1734	ssDNA exonuclease, 5' --> 3'-specific	2094	b2892.fasta
b2893	dsbC	3038112	711	protein disulfide isomerase II	969	b2893.fasta
b2894	xerD	3038847	897	site-specific tyrosine recombinase	1101	b2894.fasta
b2895	fldB	3039855	522	flavodoxin 2	624	b2895.fasta
b2896	cptA	3040416	408	toxin of CptAB toxin-antitoxin pair	615	b2896.fasta
b2897	sdhE	3040804	267	flavinator of succinate dehydrogenase; antitoxin of CptAB toxin-antitoxin pair	366	b2897.fasta
b2898	ygfZ	3041313	981	iron-sulfur cluster repair protein, plumbagin resistance	1323	b2898.fasta
b2899	yqfA	3042489	660	hemolysin III family HylIII inner membrane protein	895	b2899.fasta
b2900	yqfB	3043312	312	UPF0267 family protein	555	b2900.fasta
b2901	bglA	3043662	1440	6-phospho-beta-glucosidase A	1631	b2901.fasta
b2903	gcvP	3046168	2874	glycine decarboxylase, PLP-dependent, subunit P of glycine cleavage complex	3187	b2903.fasta
b2904	gcvH	3049160	390	glycine cleavage complex lipoylprotein	628	b2904.fasta
b2905	gcvT	3049573	1095	aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex	1527	b2905.fasta
b2906	ubiI	3051115	1203	2-octaprenylphenol hydroxylase, FAD-dependent	1697	b2906.fasta
b2907	ubiH	3052340	1179	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	1788	b2907.fasta
b2908	pepP	3053515	1326	proline aminopeptidase P II	1659	b2908.fasta
b2909	ygfB	3054866	579	UPF0149 family protein	790	b2909.fasta
b2910	zapA	3055612	330	FtsZ stabilizer	231	b2910.fasta
b2912	fau	3056241	549	5-formyltetrahydrofolate cyclo-ligase family protein	843	b2912.fasta
b2913	serA	3057178	1233	D-3-phosphoglycerate dehydrogenase	1369	b2913.fasta
b2914	rpiA	3058666	660	ribose 5-phosphate isomerase, constitutive	839	b2914.fasta
b2916	argP	3059753	894	transcriptional regulator for arginine transport and DNA replication genes; replication initiation inhibitor	1048	b2916.fasta
b2922	yggE	3067340	741	oxidative stress defense protein	822	b2922.fasta
b2923	argO	3068173	636	arginine transporter	1153	b2923.fasta
b2925	fbaA	3070165	1080	fructose-bisphosphate aldolase, class II	1320	b2925.fasta
b2926	pgk	3071459	1164	phosphoglycerate kinase	1428	b2926.fasta
b2927	epd	3072672	1020	D-erythrose 4-phosphate dehydrogenase	1174	b2927.fasta
b2935	tktA	3079644	1992	transketolase 1, thiamine triphosphate-binding	831	b2935.fasta
b2936	loiP	3081913	759	Phe-Phe periplasmic metalloprotease, OM lipoprotein; low salt-inducible; Era-binding heat shock protein	1182	b2936.fasta
b2937	speB	3082877	921	agmatinase	1382	b2937.fasta
b2938	speA	3083935	1977	biosynthetic arginine decarboxylase, PLP-binding	1895	b2938.fasta
b2939	yqgB	3085920	132	uncharacterized protein	126	b2939.fasta
b2940	yqgC	3086187	216	uncharacterized protein	181	b2940.fasta
b2942	metK	3086706	1155	S-adenosylmethionine synthetase	1466	b2942.fasta
b2943	galP	3088284	1395	D-galactose transporter	1644	b2943.fasta
b2944	yggI	3089755	498	Zn-dependent metalloprotease-related protein	926	b2944.fasta
b2945	endA	3090347	708	DNA-specific endonuclease I	982	b2945.fasta
b2946	rsmE	3091134	732	16S rRNA m(3)U1498 methyltransferase, SAM-dependent	1016	b2946.fasta
b2947	gshB	3091878	951	glutathione synthetase	1114	b2947.fasta
b2948	yqgE	3092937	564	uncharacterized protein	880	b2948.fasta
b2949	yqgF	3093500	417	putative Holliday junction resolvase	731	b2949.fasta
b2950	yggR	3094100	981	putative PilT family AAA+ ATPase	1513	b2950.fasta
b2951	yggS	3095098	705	UPF0001 family protein, PLP-binding	975	b2951.fasta
b2952	yggT	3095820	567	putative inner membrane protein; compensates for loss in K+ uptake	912	b2952.fasta
b2953	yggU	3096383	291	UPF0235 family protein	449	b2953.fasta
b2954	rdgB	3096681	594	dITP/XTP pyrophosphatase	1098	b2954.fasta
b2955	yggW	3097267	1137	HemN family putative oxidoreductase	1752	b2955.fasta
b2957	ansB	3099682	1047	periplasmic L-asparaginase 2	1323	b2957.fasta
